,etext,author,book,url
279,59,ren descartes,discourse on the method of rightly conducting ones reason and of seeking truth in the sciences,raw/59/pg59.txt.utf8
280,12850,edward tyson,a philological essay concerning the pygmies of the ancients,raw/12850/pg12850.txt.utf8
281,29547,monsieur andr dacier,the preface to aristotles art of poetry,raw/29547/pg29547.txt.utf8
282,31463,thomas otway,the orphan or the unhappy marriage  a tragedy in five acts,raw/31463/pg31463.txt.utf8
283,15675,guillaume dampier,a voyage to new holland etc in the year 1699,raw/15675/pg15675.txt.utf8
284,3855,la palatine liselotte,memoirs of the court of louis xiv and of the regency  volume 01,raw/3855/pg3855.txt.utf8
285,3858,la palatine liselotte,memoirs of the court of louis xiv and of the regency  volume 04,raw/3858/pg3858.txt.utf8
286,28108,john taylor,the pennyles pilgrimage  or the moneylesse perambulation of john taylor,raw/28108/pg28108.txt.utf8
287,43852,abbot de ren aubert de vertot vertot,the revolutions of portugal,raw/43852/pg43852.txt.utf8
288,6509,william wake,the suppressed gospels and epistles of the original new testament of jesus the christ volume 3 infancy of jesus christ,raw/6509/pg6509.txt.utf8
289,6514,william wake,the suppressed gospels and epistles of the original new testament of jesus the christ volume 8 ignatius,raw/6514/pg6514.txt.utf8
290,6510,william wake,the suppressed gospels and epistles of the original new testament of jesus the christ volume 4 nicodemus,raw/6510/pg6510.txt.utf8
291,6513,william wake,the suppressed gospels and epistles of the original new testament of jesus the christ volume 7 barnabas,raw/6513/pg6513.txt.utf8
292,13285,damaris masham,occasional thoughts in reference to a vertuous or christian life,raw/13285/pg13285.txt.utf8
293,703,richard lovelace,lucasta,raw/703/pg703.txt.utf8
294,9454,raoul auger feuillet,orchesography or the art of dancing  the art of dancing by characters and demonstrative figures,raw/9454/pg9454.txt.utf8
295,32188,john gauden,eikon basilike  the pourtracture of his sacred majestie in his solitudes and sufferings,raw/32188/pg32188.txt.utf8
296,16506,samuel wesley,epistle to a friend concerning poetry 1700 and the essay on heroic poetry second edition 1697,raw/16506/pg16506.txt.utf8
297,16740,susanna centlivre,the busie body,raw/16740/pg16740.txt.utf8
298,12746,jonathan swift,the prose works of jonathan swift dd  volume 04  swifts writings on religion and the church  volume 2,raw/12746/pg12746.txt.utf8
299,1090,jonathan swift,the bickerstaffpartridge papers,raw/1090/pg1090.txt.utf8
300,13169,jonathan swift,the prose works of jonathan swift dd  volume 09  contributions to the tatler the examiner the spectator and the intelligencer,raw/13169/pg13169.txt.utf8
301,40579,hendrick zwaardecroon,memoir of hendrick zwaardecroon commandeur of jaffnapatam  afterwards governorgeneral of nederlands india 1697  for the guidance of the council of jaffnapatam  during his absence at the coast of malabar,raw/40579/pg40579.txt.utf8
302,13014,john conrade amman,the talking deaf man  a method proposed whereby he who is born deaf may learn to speak,raw/13014/pg13014.txt.utf8
303,24215,mr william congrove,the comedies of william congreve volume 1 of 2,raw/24215/pg24215.txt.utf8
304,29478,bernard de mandeville,a letter to dion,raw/29478/pg29478.txt.utf8
305,20634,ellis wynne,the sleeping bard or visions of the world death and hell,raw/20634/pg20634.txt.utf8
306,44064,c colley cibber,an apology for the life of mr colley cibber volume i of 2  written by himself a new edition with notes and supplement,raw/44064/pg44064.txt.utf8
307,2791,joseph addison,essays and tales,raw/2791/pg2791.txt.utf8
308,6562,molire moliere,the pretentious young ladies,raw/6562/pg6562.txt.utf8
309,32171,richard mead,a discourse on the plague,raw/32171/pg32171.txt.utf8
310,1838,john lawson,a new voyage to carolina  containing the exact description and natural history of that country together with the present state thereof and a journal of a thousand miles traveld thro several nations of indians giving a particular account of their customs manners etc,raw/1838/pg1838.txt.utf8
311,13166,isaac watts,the psalms of david  imitated in the language of the new testament and applied to the christian state and worship,raw/13166/pg13166.txt.utf8
312,30645,james janeway,stories of boys and girls who loved the saviour  a token for children,raw/30645/pg30645.txt.utf8
313,20,john milton,paradise lost,raw/20/pg20.txt.utf8
314,3875,louis de rouvroy,memoirs of louis xiv and his court and of the regency  complete,raw/3875/pg3875.txt.utf8
315,3868,louis de rouvroy saintsimon,memoirs of louis xiv and his court and of the regency  volume 09,raw/3868/pg3868.txt.utf8
316,30343,anthony collins,a discourse concerning ridicule and irony in writing 1729,raw/30343/pg30343.txt.utf8
317,33858,philarchus grossus von trommenheim,the adventurous simplicissimus  being the description of the life of a strange vagabond named melchior sternfels von fuchshaim,raw/33858/pg33858.txt.utf8
318,37012,george farquhar,the recruiting officer,raw/37012/pg37012.txt.utf8
319,920,benedictus de spinoza,ethics  part 2,raw/920/pg920.txt.utf8
320,37195,george farquhar,the beauxstratagem a comedy in five acts,raw/37195/pg37195.txt.utf8
321,2801,james harrington,the commonwealth of oceana,raw/2801/pg2801.txt.utf8
322,17440,nicola francesco haym,amadigi di gaula  amadis of gaul,raw/17440/pg17440.txt.utf8
323,26204,thomas sherlock,a letter from the lord bishop of london to the clergy and people of london and westminster on occasion of the late earthquakes,raw/26204/pg26204.txt.utf8
324,37218,catharine trotter,olindas adventures or the amours of a young lady,raw/37218/pg37218.txt.utf8
325,12311,john brown,christ the way the truth and the life,raw/12311/pg12311.txt.utf8
326,3845,jean franois paul de gondi de retz,memoirs of jean franois paul de gondi cardinal de retz  volume 4,raw/3845/pg3845.txt.utf8
327,2587,pedro caldern de la barca,life is a dream,raw/2587/pg2587.txt.utf8
328,6372,pedro caldern de la barca,the wonderworking magician,raw/6372/pg6372.txt.utf8
329,17548,william benson,letters concerning poetical translations  and virgils and miltons arts of verse c,raw/17548/pg17548.txt.utf8
330,683,isaak walton,the compleat angler,raw/683/pg683.txt.utf8
331,14954,pierre corneille,the cid,raw/14954/pg14954.txt.utf8
332,2421,john gay,the beggars opera,raw/2421/pg2421.txt.utf8
333,31848,george berkeley,a proposal for the better supplying of churches in our foreign plantations and for converting the savage americans to christianity by a college to be erected in the summer islands otherwise called the isles of bermuda,raw/31848/pg31848.txt.utf8
334,4543,george berkeley,the querist  containing several queries proposed to the consideration of the public,raw/4543/pg4543.txt.utf8
335,4723,george berkeley,a treatise concerning the principles of human knowledge,raw/4723/pg4723.txt.utf8
336,4724,george berkeley,three dialogues between hylas and philonous in opposition to sceptics and atheists,raw/4724/pg4724.txt.utf8
337,25063,john gay,the beggars opera to which is prefixed the musick to each song,raw/25063/pg25063.txt.utf8
338,30934,thomas otway,venice preserved a tragedy,raw/30934/pg30934.txt.utf8
339,21515,thomas otway,venice preserved a tragedy in five acts,raw/21515/pg21515.txt.utf8
340,13569,giles jacob,tractus de hermaphrodites or a treatise of hermaphrodites,raw/13569/pg13569.txt.utf8
341,14495,rene rapin,de carmine pastorali  prefixed to thomas creechs translation of the idylliums of theocritus 1684,raw/14495/pg14495.txt.utf8
342,3548,john bunyan,the pharisee and the publican,raw/3548/pg3548.txt.utf8
343,39452,john bunyan,the pilgrims progress by john bunyan,raw/39452/pg39452.txt.utf8
344,7088,john bunyan,the pilgrims progress in words of one syllable,raw/7088/pg7088.txt.utf8
345,14026,emanuel swedenborg,spiritual life and the word of god,raw/14026/pg14026.txt.utf8
346,15768,emanuel swedenborg,the gist of swedenborg,raw/15768/pg15768.txt.utf8
347,13750,john bunyan,the heavenly footman or a description of the man that gets to heaven  with directions how to run so as to obtain,raw/13750/pg13750.txt.utf8
348,3270,john bunyan,the jerusalem sinner saved or good news for the vilest of men,raw/3270/pg3270.txt.utf8
349,6047,john bunyan,works of john bunyan  volume 02,raw/6047/pg6047.txt.utf8
350,6048,john bunyan,works of john bunyan  volume 03,raw/6048/pg6048.txt.utf8
351,7409,alexander pope,an essay on criticism,raw/7409/pg7409.txt.utf8
352,9800,alexander pope,the rape of the lock and other poems,raw/9800/pg9800.txt.utf8
353,16044,emanuel swedenborg,earths in our solar system which are called planets and earths in the starry heaven their inhabitants and the spirits and angels there,raw/16044/pg16044.txt.utf8
354,11248,emanuel swedenborg,the delights of wisdom pertaining to conjugial love  to which is added the pleasures of insanity pertaining to scortatory love,raw/11248/pg11248.txt.utf8
355,9881,samuel richardson,clarissa harlowe or the history of a young lady  volume 3,raw/9881/pg9881.txt.utf8
356,10462,samuel richardson,clarissa harlowe or the history of a young lady  volume 4,raw/10462/pg10462.txt.utf8
357,9798,samuel richardson,clarissa harlowe or the history of a young lady  volume 2,raw/9798/pg9798.txt.utf8
358,29964,samuel richardson,clarissa preface hints of prefaces and postscript,raw/29964/pg29964.txt.utf8
359,12958,samuel richardson,pamela volume ii,raw/12958/pg12958.txt.utf8
360,15730,stephen crisp,a short history of a long travel from babylon to bethel,raw/15730/pg15730.txt.utf8
361,20801,joseph butler,some remains hitherto unpublished of joseph butler lld,raw/20801/pg20801.txt.utf8
362,40895,james bramston,the art of politicks,raw/40895/pg40895.txt.utf8
363,3354,philip dormer stanhope chesterfield,letters to his son 1750  on the fine art of becoming a man of the world and a gentleman,raw/3354/pg3354.txt.utf8
364,3361,philip dormer stanhope chesterfield,letters to his son complete  on the fine art of becoming a man of the world and a gentleman,raw/3361/pg3361.txt.utf8
365,3357,philip dormer stanhope,letters to his son 175354  on the fine art of becoming a man of the world and a gentleman,raw/3357/pg3357.txt.utf8
366,19942,voltaire,candide,raw/19942/pg19942.txt.utf8
367,30123,voltaire,micromegas,raw/30123/pg30123.txt.utf8
368,42540,voltaire,the history of peter the great emperor of russia,raw/42540/pg42540.txt.utf8
369,2445,voltaire,letters on england,raw/2445/pg2445.txt.utf8
370,3355,philip dormer stanhope chesterfield,letters to his son 1751  on the fine art of becoming a man of the world and a gentleman,raw/3355/pg3355.txt.utf8
371,3351,philip dormer stanhope chesterfield,letters to his son 174647  on the fine art of becoming a man of the world and a gentleman,raw/3351/pg3351.txt.utf8
372,18569,arouet voltaire,voltaires philosophical dictionary,raw/18569/pg18569.txt.utf8
373,5279,jean de la fontaine,tales and novels of j de la fontaine  volume 05,raw/5279/pg5279.txt.utf8
374,35708,george savile,a character of king charles the second  and political moral and miscellaneous thoughts and reflections,raw/35708/pg35708.txt.utf8
375,5298,jean de la fontaine,tales and novels of j de la fontaine  volume 24,raw/5298/pg5298.txt.utf8
376,5281,jean de la fontaine,tales and novels of j de la fontaine  volume 07,raw/5281/pg5281.txt.utf8
377,5290,jean de la fontaine,tales and novels of j de la fontaine  volume 16,raw/5290/pg5290.txt.utf8
378,5283,jean de la fontaine,tales and novels of j de la fontaine  volume 09,raw/5283/pg5283.txt.utf8
379,15946,jean de la fontaine,the original fables of la fontaine  rendered into english prose by fredk colin tilney,raw/15946/pg15946.txt.utf8
380,7241,jean de la fontaine,fables of la fontaine  a new edition with notes,raw/7241/pg7241.txt.utf8
381,28921,pierre nicole,an essay on true and apparent beauty in which from settled principles is rendered the grounds for choosing and rejecting epigrams,raw/28921/pg28921.txt.utf8
382,15313,t thomas purney,a full enquiry into the nature of the pastoral 1717,raw/15313/pg15313.txt.utf8
383,4934,john aubrey,the natural history of wiltshire,raw/4934/pg4934.txt.utf8
384,38128,leonora christina ulfeldt,memoirs of leonora christina  daughter of christian iv of denmark written during her imprisonment in the blue tower at copenhagen 16631685,raw/38128/pg38128.txt.utf8
385,15461,william winstanley,the lives of the most famous english poets 1687,raw/15461/pg15461.txt.utf8
386,16456,john dryden,the works of john dryden  now first collected in eighteen volumes  volume 06,raw/16456/pg16456.txt.utf8
387,33511,charles perrault,tales of passed times,raw/33511/pg33511.txt.utf8
388,29021,charles perrault,the fairy tales of charles perrault,raw/29021/pg29021.txt.utf8
389,44288,charles perrault,the story of bluebeard,raw/44288/pg44288.txt.utf8
390,4123,samuel pepys,diary of samuel pepys  volume 07 augustseptember 1660,raw/4123/pg4123.txt.utf8
391,4129,samuel pepys,diary of samuel pepys  volume 12 septemberoctober 1661,raw/4129/pg4129.txt.utf8
392,4135,samuel pepys,diary of samuel pepys  volume 17 julyaugust 1662,raw/4135/pg4135.txt.utf8
393,4137,samuel pepys,diary of samuel pepys  volume 19 novemberdecember 1662,raw/4137/pg4137.txt.utf8
394,4158,samuel pepys,diary of samuel pepys  volume 37 august 1665,raw/4158/pg4158.txt.utf8
395,4160,samuel pepys,diary of samuel pepys  volume 39 october 1665,raw/4160/pg4160.txt.utf8
396,4164,samuel pepys,diary of samuel pepys  volume 42 marchapril 166566,raw/4164/pg4164.txt.utf8
397,4181,samuel pepys,diary of samuel pepys  volume 58 october 1667,raw/4181/pg4181.txt.utf8
398,4183,samuel pepys,diary of samuel pepys  volume 60 december 1667,raw/4183/pg4183.txt.utf8
399,16469,theophilus cibber,the lives of the poets of great britain and ireland 1753  volume ii,raw/16469/pg16469.txt.utf8
400,12090,theophilus cibber,the lives of the poets of great britain and ireland 1753 volume v,raw/12090/pg12090.txt.utf8
401,10622,theophilus cibber,the lives of the poets of great britain and ireland 1753  volume iii,raw/10622/pg10622.txt.utf8
402,4139,samuel pepys,diary of samuel pepys  volume 20 januaryfebruary 166263,raw/4139/pg4139.txt.utf8
403,4141,samuel pepys,diary of samuel pepys  volume 22 mayjune 1663,raw/4141/pg4141.txt.utf8
404,4142,samuel pepys,diary of samuel pepys  volume 23 julyaugust 1663,raw/4142/pg4142.txt.utf8
405,4159,samuel pepys,diary of samuel pepys  volume 38 september 1665,raw/4159/pg4159.txt.utf8
406,4167,samuel pepys,diary of samuel pepys  volume 45 augustseptember 1666,raw/4167/pg4167.txt.utf8
407,4169,samuel pepys,diary of samuel pepys  volume 47 november 1666,raw/4169/pg4169.txt.utf8
408,4173,samuel pepys,diary of samuel pepys  volume 50 february 166667,raw/4173/pg4173.txt.utf8
409,4185,samuel pepys,diary of samuel pepys  volume 61 january 166768,raw/4185/pg4185.txt.utf8
410,4186,samuel pepys,diary of samuel pepys  volume 62 february 166768,raw/4186/pg4186.txt.utf8
411,7554,samuel pepys,quotes and images from the diary of samuel pepys,raw/7554/pg7554.txt.utf8
412,8102,samuel pegge,the forme of cury a roll of ancient english cookery compiled about ad 1390,raw/8102/pg8102.txt.utf8
413,10665,ninon de lenclos,life letters and epicurean philosophy of ninon de lenclos  the celebrated beauty of the seventeenth century,raw/10665/pg10665.txt.utf8
414,17833,john evelyn,an apologie for the royal party 1659 and a panegyric to charles the second 1661,raw/17833/pg17833.txt.utf8
